tweet_id	label	dataset
821486063575269383	1	arcust
821063962494201858	1	arcust
821013940314447875	1	arcust
820983918136586246	1	arcust
820730623463739397	1	arcust
820693288227373058	1	arcust
820689617171181570	1	arcust
820612727483879424	1	arcust
820545464818946048	1	arcust
704646846866722816	1	arcust
705408925944954880	1	arcust
821411695901937664	1	arcust
702046115508711424	1	arcust
821699269283508224	1	arcust
705163014811553793	0	arcust
705190380082479104	0	arcust
705034084293222400	0	arcust
704399079636406272	0	arcust
704729819012079616	0	arcust
705289274548158468	0	arcust
704997155438796800	0	arcust
705253942750478336	0	arcust
705373824523608064	0	arcust
704705939803381760	0	arcust
704837795156795397	0	arcust
704840552626458624	0	arcust
704779202990612481	0	arcust
705160762948509696	0	arcust
704835189361524736	0	arcust
705257456834891776	0	arcust
705101744020328452	0	arcust
818895732224749569	1	arcust
821577106559791104	0	arcust
821467225064435714	0	arcust
821458427985719297	0	arcust
821397528667181057	0	arcust
821469680099622916	0	arcust
821331617432092672	0	arcust
821199759318859778	0	arcust
821111634148098048	0	arcust
820886624586387456	0	arcust
820692152586014721	0	arcust
820532519196041216	0	arcust
820377565126918147	0	arcust
820335013875032064	0	arcust
704823836294955009	0	arcust
705099936145260544	0	arcust
704735515497652225	0	arcust
705435291570597888	0	arcust
704187832458452992	0	arcust
818293763915255813	0	arcust
818258812360687618	0	arcust
821702724228182016	0	arcust
821699660301668352	0	arcust
821505461669285889	0	arcust
821505351312875520	0	arcust
821413667321290752	0	arcust
821400273465835520	0	arcust
821473960701345792	0	arcust
821077963051515905	0	arcust
821046062341296129	0	arcust
821018650895351809	0	arcust
820688592381083648	0	arcust
820630111363928065	0	arcust
820627985107681285	0	arcust
820571612600827904	0	arcust
820533029517086720	0	arcust
820408503714062337	0	arcust
820358746241167360	0	arcust
820324508846489601	0	arcust
704009905804599296	0	arcust
705032713955368960	0	arcust
705292705874714628	0	arcust
704384630619766785	0	arcust
705312024578891776	0	arcust
704368158170288129	0	arcust
705440755922374659	0	arcust
821082284828819456	0	arcust
821047265028698112	0	arcust
820944550357254145	0	arcust
820594859689922562	0	arcust
820579052729892864	0	arcust
820549225863925761	0	arcust
820546463914659840	0	arcust
820538830205894656	0	arcust
820510139182616578	0	arcust
702566414742396929	0	arcust
705115077805006848	0	arcust
702742995368599552	0	arcust
703486498323173377	0	arcust
702218400043573248	0	arcust
705295511063011328	0	arcust
705019776167448576	0	arcust
704667905540165634	0	arcust
705261597372112896	0	arcust
703506295463288833	0	arcust
704744943403794432	0	arcust
703181877612425216	0	arcust
703264999544848385	0	arcust
702445600864923648	1	arcust
704072252611043329	1	arcust
703111862389334016	1	arcust
705252871831494656	1	arcust
704429199612891136	1	arcust
701725931828854784	1	arcust
693841080425517056	1	arcust
687549900419121152	1	arcust
676116815316144128	1	arcust
699609214306521089	1	arcust
703815176185880577	1	arcust
705114978832027651	0	arcust
821416424237305856	0	arcust
821795851572039680	0	arcust
821665094467813376	0	arcust
821420895520624640	0	arcust
821838624136237056	0	arcust
821756127775952897	0	arcust
821859963836497925	0	arcust
821840728305319936	0	arcust
821278607016398848	0	arcust
821762864046370816	1	arcust
703176464036864000	0	arcust
703417569634549760	0	arcust
704292291368906752	0	arcust
704563794836594688	0	arcust
703707018205462530	0	arcust
703705565801877505	0	arcust
702897433093791744	0	arcust
702694694237708288	0	arcust
702985809268498433	0	arcust
704447874231308288	0	arcust
704676956009324544	0	arcust
703112902127984643	0	arcust
704899082989531136	0	arcust
705111470217043968	0	arcust
705128481894621184	0	arcust
702164180175089664	0	arcust
704898356728954880	0	arcust
702357610960429056	0	arcust
703112179965276160	0	arcust
703112567892250624	0	arcust
705281767188643840	0	arcust
704896385703944194	0	arcust
702525640478728192	0	arcust
702260668699906049	0	arcust
704115506329100288	0	arcust
821699186773131264	0	arcust
820897038195892224	0	arcust
820590140036939777	0	arcust
820004378455195652	0	arcust
819264578672619522	0	arcust
819264397650591747	0	arcust
819264231996592128	0	arcust
819264049624084480	0	arcust
819263958393778178	0	arcust
819263861127843841	0	arcust
819263451642155008	0	arcust
818549426230853636	0	arcust
818754879648919552	0	arcust
821829679925620736	0	arcust
821788341595148288	0	arcust
821764555395231745	0	arcust
821290648317919234	0	arcust
821043188903383041	0	arcust
821019973170724866	0	arcust
820896075074695168	0	arcust
820366063066091521	0	arcust
820359688147636226	0	arcust
819746711509893122	0	arcust
819518707869294592	0	arcust
819508467614543872	0	arcust
819143649795706880	0	arcust
818994316731359233	0	arcust
818940786486247425	0	arcust
818850852165316608	0	arcust
818534796238454784	0	arcust
822130257880817664	0	arcust
822109968224620545	0	arcust
822027221485449217	0	arcust
703977896730296323	0	arcust
703709298766061573	0	arcust
809929268226654209	1	sarcasm
805874867971256320	0	sarcasm
785587582549757953	0	sarcasm
784649801036029952	2	sarcasm
804166683631947776	0	sarcasm
785586871485235201	1	sarcasm
809101471035727873	1	sarcasm
785571869378371584	1	sarcasm
785910871365079040	2	sarcasm
800700476685766657	0	sarcasm
805791967166812164	0	sarcasm
809084085079523328	1	sarcasm
784735848533065728	1	sarcasm
799312298645065728	0	sarcasm
785630446004555776	2	sarcasm
810839948601462785	1	sarcasm
800778280664256513	2	sarcasm
806078467372617728	2	sarcasm
809719009662865409	2	sarcasm
784680941918810113	1	sarcasm
807531216584998912	1	sarcasm
810824318674345984	2	sarcasm
808363270717509636	2	sarcasm
799882654409576448	2	sarcasm
785933186119282689	1	sarcasm
785935434949931008	0	sarcasm
799987572810334208	2	sarcasm
810856043211345920	2	sarcasm
785225644779200514	0	sarcasm
800832910056046592	0	sarcasm
810863991186657280	0	sarcasm
800747574835580928	2	sarcasm
806056841373511681	1	sarcasm
784275422338920448	2	sarcasm
800816506565230592	1	sarcasm
805456645383852032	1	sarcasm
785622569202229248	1	sarcasm
806126100141244416	1	sarcasm
800803428335321094	0	sarcasm
800808638235414529	2	sarcasm
784854845786353665	2	sarcasm
804027219429486592	0	sarcasm
800843602645680128	2	sarcasm
809279132282527744	1	sarcasm
782605830302511104	1	sarcasm
783631048714362880	2	sarcasm
800719583695015936	2	sarcasm
810871735830581248	2	sarcasm
785616087627030528	1	sarcasm
800845136250961920	0	sarcasm
806080594148990976	2	sarcasm
809857083545944065	1	sarcasm
805024331118051329	2	sarcasm
810119350518747136	1	sarcasm
785236783646777346	2	sarcasm
799779625538764800	0	sarcasm
810800416669728768	2	sarcasm
805822994459324416	2	sarcasm
805390936889065472	2	sarcasm
800827954142081025	0	sarcasm
799006568754925568	2	sarcasm
784667624894521344	1	sarcasm
785824881732558848	1	sarcasm
785992541581828096	2	sarcasm
785460963642318848	2	sarcasm
804621100416110597	0	sarcasm
807245936808394752	2	sarcasm
800755756354179073	0	sarcasm
810874561587724288	2	sarcasm
800706928129097730	0	sarcasm
808772790279163904	1	sarcasm
810834214660829192	2	sarcasm
809044445333221376	1	sarcasm
804040106944430084	2	sarcasm
810815558581153796	2	sarcasm
785929148904591361	2	sarcasm
810853515061067776	2	sarcasm
800752330635407360	0	sarcasm
804557954125012992	2	sarcasm
810834538964324352	2	sarcasm
784755226964287488	1	sarcasm
784649923476201472	2	sarcasm
804376628734398465	2	sarcasm
781400143144726529	1	sarcasm
785217305231884288	2	sarcasm
785494415552946177	2	sarcasm
810743859768676352	0	sarcasm
784708272850866176	2	sarcasm
810844637313142784	2	sarcasm
807457821843456000	1	sarcasm
800736817033179136	2	sarcasm
804018024328134656	2	sarcasm
799275958444425216	1	sarcasm
799273916594343936	1	sarcasm
785986394300768256	2	sarcasm
800788622605742080	1	sarcasm
803913988379738112	2	sarcasm
800108681710997505	1	sarcasm
800066722543697921	2	sarcasm
784117507095273472	2	sarcasm
808958333285765120	1	sarcasm
805860810153201665	2	sarcasm
810732866569125888	2	sarcasm
785930359120822274	2	sarcasm
782065921976393729	2	sarcasm
799018172217229312	2	sarcasm
800095786692472832	2	sarcasm
804612227064102912	1	sarcasm
800764935940804608	2	sarcasm
810807489427947520	1	sarcasm
809133299910246400	1	sarcasm
798901995033665536	1	sarcasm
805704810364342272	1	sarcasm
800751601195552768	2	sarcasm
805835818115956741	1	sarcasm
784176898335248384	2	sarcasm
800694805097484288	1	sarcasm
800743516515102722	2	sarcasm
778882375447089152	2	sarcasm
805411341842325508	1	sarcasm
784723064722513920	1	sarcasm
800653822444105728	0	sarcasm
785124197014114304	1	sarcasm
805730752449024000	1	sarcasm
800794789700435968	2	sarcasm
810772010729082880	1	sarcasm
800804175328190465	1	sarcasm
810622729477046272	1	sarcasm
784498536217874432	2	sarcasm
806075931660091392	0	sarcasm
785947723019223040	2	sarcasm
785166696306860036	1	sarcasm
785215177092427776	0	sarcasm
799150263449845760	0	sarcasm
804297171906523136	2	sarcasm
783207026151284736	2	sarcasm
800693677697986560	2	sarcasm
808938326250180609	2	sarcasm
800567868299628544	0	sarcasm
810825354306879496	1	sarcasm
804324731356872704	2	sarcasm
810821672085364736	1	sarcasm
784752312954814464	1	sarcasm
810641305965563904	1	sarcasm
803936554418929664	2	sarcasm
806181269986013184	2	sarcasm
806182931840397313	2	sarcasm
785978090056843264	0	sarcasm
805819908097507328	2	sarcasm
804520468359286784	2	sarcasm
785966382248710145	2	sarcasm
810864618755289088	2	sarcasm
808294645394509824	1	sarcasm
799892915921293312	0	sarcasm
800843774557622272	2	sarcasm
785578661017563136	2	sarcasm
783219095605043200	1	sarcasm
800036820436353024	0	sarcasm
808803091751563264	1	sarcasm
785499511099711489	2	sarcasm
785992423621160960	1	sarcasm
810608637911728128	0	sarcasm
799975677487435776	0	sarcasm
807872953056628736	1	sarcasm
783373664280510464	0	sarcasm
809839627288899585	1	sarcasm
785992913817899012	2	sarcasm
785766761438195712	1	sarcasm
785229174373961728	2	sarcasm
785815255905480705	1	sarcasm
805557194179670016	0	sarcasm
805736104024535041	2	sarcasm
800774196028698625	1	sarcasm
805443571176316928	2	sarcasm
808421169955217408	1	sarcasm
810856341141159937	2	sarcasm
805761958284849152	2	sarcasm
785963954950504448	2	sarcasm
780949910426296320	2	sarcasm
809077808886583296	1	sarcasm
785242730830106624	2	sarcasm
804271393089064960	1	sarcasm
804431284919554048	2	sarcasm
804682374659395584	2	sarcasm
800794798084866048	0	sarcasm
799254577069559809	2	sarcasm
809076907996282880	1	sarcasm
806083161503436800	2	sarcasm
810828963702509569	2	sarcasm
805904140983476224	2	sarcasm
800632415492468736	0	sarcasm
784819531772485632	2	sarcasm
808956955507171328	2	sarcasm
756484997272461312	2	sarcasm
785096659508269056	1	sarcasm
804047813139197952	0	sarcasm
805548967555723264	2	sarcasm
805870686015131649	2	sarcasm
805976031802916864	2	sarcasm
785958663236177920	1	sarcasm
810842463766282241	0	sarcasm
800845643916988416	0	sarcasm
785987731356848129	2	sarcasm
810833577885794304	2	sarcasm
785630922817232897	0	sarcasm
800085279667273729	0	sarcasm
785944775589376000	1	sarcasm
782477743808212994	1	sarcasm
800805387574329344	2	sarcasm
785630054424408064	2	sarcasm
810587762822934528	1	sarcasm
785991803212140544	0	sarcasm
799638297656049665	0	sarcasm
783278272599556096	1	sarcasm
785865072128192514	1	sarcasm
809004887853899776	1	sarcasm
800783861105840129	2	sarcasm
785224421208428545	2	sarcasm
784871208726724608	1	sarcasm
805835630253146118	0	sarcasm
800765995824611328	2	sarcasm
805533653912653825	2	sarcasm
810862258549125120	2	sarcasm
785628934729822208	2	sarcasm
785571408344551424	0	sarcasm
799906178495107072	2	sarcasm
785620120831860736	2	sarcasm
810862194011279360	2	sarcasm
800103493772181504	1	sarcasm
785989670920421377	2	sarcasm
809529350643191810	2	sarcasm
809145764718907392	0	sarcasm
785969884534566912	2	sarcasm
805538530265022464	0	sarcasm
808917644174917632	1	sarcasm
784422109158203393	2	sarcasm
800798905705365504	0	sarcasm
800828902239248384	0	sarcasm
785496996215922688	2	sarcasm
785350069457387520	2	sarcasm
810271106041081856	1	sarcasm
800644316918059008	0	sarcasm
809094109365497857	2	sarcasm
810599315555000321	2	sarcasm
809157582820511744	1	sarcasm
785936341179568128	2	sarcasm
800851057051987969	0	sarcasm
799265669388845056	2	sarcasm
785441036676005888	0	sarcasm
800096490857316352	2	sarcasm
809714896506122240	1	sarcasm
800758286010220548	2	sarcasm
808371647224877057	2	sarcasm
800733042633482240	2	sarcasm
657870359505555456	1	sarcasm
800761885079441409	2	sarcasm
785955681920753664	0	sarcasm
799998339911716864	2	sarcasm
800832245246332928	2	sarcasm
810873022194339840	2	sarcasm
782296910979825664	2	sarcasm
810555634001264640	1	sarcasm
806073674910535683	2	sarcasm
804632362898300928	2	sarcasm
799298859532857344	2	sarcasm
804001450393272320	1	sarcasm
798965449631203328	2	sarcasm
805429253512761344	2	sarcasm
799282523306008576	2	sarcasm
810379716158963712	2	sarcasm
808414676904124416	0	sarcasm
809099133751611393	1	sarcasm
785992062382567424	2	sarcasm
800849480476217344	1	sarcasm
805813673684041729	2	sarcasm
800841262756691968	0	sarcasm
785992562226135040	2	sarcasm
800672000767365120	0	sarcasm
781759482086891520	0	sarcasm
800747709569318912	2	sarcasm
785664939495088128	2	sarcasm
806168112924135424	0	sarcasm
809409626009698304	2	sarcasm
785951082010771457	2	sarcasm
806132496618450945	0	sarcasm
785969538605068288	0	sarcasm
784390926596710400	0	sarcasm
800021533976576000	0	sarcasm
785628146074783744	1	sarcasm
782222172295143425	2	sarcasm
799370218070011904	2	sarcasm
810847657455390720	2	sarcasm
784204146127859712	1	sarcasm
783277244445851648	1	sarcasm
784670436466520064	2	sarcasm
806149972634771457	1	sarcasm
806113487562952704	1	sarcasm
808591919228063744	2	sarcasm
809847587935293444	2	sarcasm
782500619827482624	0	sarcasm
799257369645461504	2	sarcasm
804196871153577985	0	sarcasm
785949835140685824	2	sarcasm
810596154400526337	1	sarcasm
800052837333934080	0	sarcasm
800775917224259585	1	sarcasm
785100912943570944	2	sarcasm
805801407345344512	1	sarcasm
804600854296858624	0	sarcasm
782864724572508161	2	sarcasm
810624143829901312	2	sarcasm
784863386383355904	2	sarcasm
810152771617980416	1	sarcasm
808870426113933313	2	sarcasm
806145486050598912	1	sarcasm
785982961632047104	0	sarcasm
785980560128679937	2	sarcasm
806177257442181120	1	sarcasm
799618183472836612	1	sarcasm
799936625241456642	0	sarcasm
800848560782721025	1	sarcasm
785117628088127489	2	sarcasm
785575536923963392	0	sarcasm
799794338230321152	2	sarcasm
810787311709458432	0	sarcasm
799611607861129216	2	sarcasm
800851051448565764	2	sarcasm
800684759689129984	1	sarcasm
805031102754721795	2	sarcasm
810874385271640068	0	sarcasm
800848290480672768	2	sarcasm
800623697979723776	0	sarcasm
804285717128118272	0	sarcasm
785449275266306049	2	sarcasm
804708219314638848	1	sarcasm
805040540840558593	2	sarcasm
806056715905069056	2	sarcasm
785946838801068032	2	sarcasm
800821666066546690	0	sarcasm
785450465433620480	1	sarcasm
785743413530374144	1	sarcasm
784869747192045569	0	sarcasm
810829802294886400	2	sarcasm
810094865669357568	2	sarcasm
800109177590820864	1	sarcasm
799179665726459904	1	sarcasm
804261969196826625	2	sarcasm
809094776314273793	1	sarcasm
800008810467299328	2	sarcasm
810798245429608448	0	sarcasm
782085004088209408	2	sarcasm
785541284639477760	0	sarcasm
799656846088802305	2	sarcasm
800088869551087618	2	sarcasm
785622910639702017	0	sarcasm
784480834069917696	2	sarcasm
800594598536052737	0	sarcasm
785562608019574784	0	sarcasm
785426909807144960	2	sarcasm
785499568423264256	1	sarcasm
799190743436890112	2	sarcasm
785780757394444288	2	sarcasm
778329964798173184	2	sarcasm
806128934366617601	0	sarcasm
810872672234176513	2	sarcasm
810870592626982918	0	sarcasm
809038133207728128	1	sarcasm
755196606648115201	2	sarcasm
785615936715972608	0	sarcasm
785542545501741056	1	sarcasm
785593315592925184	2	sarcasm
785430245008613376	2	sarcasm
810870224090112000	2	sarcasm
808321131375640576	2	sarcasm
805511401590689792	0	sarcasm
800744805571694592	2	sarcasm
752704545546002432	2	sarcasm
800765292653740032	1	sarcasm
785858748229103616	1	sarcasm
809734715234222084	2	sarcasm
784088136397754368	2	sarcasm
784088442250620928	2	sarcasm
798264489288278017	0	sarcasm
701691849807945728	1	sarcasm
800104114478874628	2	sarcasm
782067702894649344	2	sarcasm
783947533559234560	0	sarcasm
799587260043771905	2	sarcasm
799757331194150914	0	sarcasm
785949103842701312	2	sarcasm
785210609809944579	0	sarcasm
800049516699271168	0	sarcasm
799302964796002304	0	sarcasm
800835291665743877	1	sarcasm
785241743524368384	2	sarcasm
808292014131466240	1	sarcasm
804808070123679744	0	sarcasm
799932647610941440	2	sarcasm
785213312506163205	2	sarcasm
777742804982181889	2	sarcasm
805973840320991236	2	sarcasm
779367321534078978	0	sarcasm
800047963653492736	0	sarcasm
804083170257895424	2	sarcasm
784290916995567616	1	sarcasm
785838801985925120	0	sarcasm
785908504888483841	2	sarcasm
804331236391088128	1	sarcasm
785602539731296256	2	sarcasm
784904807274409984	1	sarcasm
783267138400288768	1	sarcasm
810816665562808321	2	sarcasm
784870987833544704	0	sarcasm
785212084720197636	2	sarcasm
782164206162472960	0	sarcasm
800703065326292992	0	sarcasm
785597350056255488	2	sarcasm
785832390308589568	1	sarcasm
784900204717830144	1	sarcasm
777864606047932416	2	sarcasm
784903589391130624	2	sarcasm
772932101448564736	1	sarcasm
785193648367374336	2	sarcasm
785925400937496576	0	sarcasm
785982097240444929	0	sarcasm
804382101206405121	1	sarcasm
800806019089793024	1	sarcasm
785484248971083776	0	sarcasm
808255849789554688	2	sarcasm
785984939841826816	0	sarcasm
799894605974110208	2	sarcasm
804007082336731137	2	sarcasm
785518762673991680	2	sarcasm
805889759738556417	1	sarcasm
803972955772518400	2	sarcasm
785695681096851456	2	sarcasm
783575913166286848	1	sarcasm
799225762117283841	1	sarcasm
800769804533633024	2	sarcasm
785149361873379331	2	sarcasm
753093593817022464	2	sarcasm
804715321743577088	2	sarcasm
808399219836874753	2	sarcasm
799377494709178368	2	sarcasm
785887776030023680	2	sarcasm
784875198524817408	2	sarcasm
799580814887546880	2	sarcasm
784033110056894464	2	sarcasm
785970937086771200	0	sarcasm
784087346849386496	2	sarcasm
785629525736554496	2	sarcasm
810872030438576128	2	sarcasm
785604581526867969	2	sarcasm
752894234965991424	2	sarcasm
804033857733455872	2	sarcasm
810357050744143872	1	sarcasm
785243057532854272	0	sarcasm
808585489171222528	2	sarcasm
809722757822947328	1	sarcasm
804310133379579904	2	sarcasm
785596764724133888	1	sarcasm
783413465142755328	2	sarcasm
810531575775526914	2	sarcasm
804754803020722176	0	sarcasm
768709805653524480	1	sarcasm
785603611082371074	1	sarcasm
785913643514888192	0	sarcasm
809817529485066240	0	sarcasm
800030005229031424	2	sarcasm
806175830904807425	0	sarcasm
675669462855602176	1	sarcasm
808499187675529216	1	sarcasm
786978503413657601	1	sarcasm
766559841552785409	2	sarcasm
805487111872909317	1	sarcasm
800618640018206721	2	sarcasm
808898149372874752	1	sarcasm
785595721546276865	1	sarcasm
800749350582415360	0	sarcasm
804669911402483712	0	sarcasm
783941703287930880	0	sarcasm
799841512452423680	2	sarcasm
785876130540683264	0	sarcasm
809714092059529216	1	sarcasm
753000566926827524	2	sarcasm
785268262900826112	0	sarcasm
771649377420976128	2	sarcasm
800788740260007936	0	sarcasm
785449572080488449	0	sarcasm
799963440672600064	2	sarcasm
784903862264160256	0	sarcasm
799000480030609408	2	sarcasm
804685739925602304	2	sarcasm
785262585264345088	0	sarcasm
783412994365648896	1	sarcasm
781338873142005760	2	sarcasm
785219395471740928	1	sarcasm
810798201527762944	2	sarcasm
784873648406474752	2	sarcasm
782854225290260480	2	sarcasm
785991788024717313	0	sarcasm
785098962701258752	1	sarcasm
810828109771636736	1	sarcasm
785956717813198849	2	sarcasm
803991989238710274	2	sarcasm
785869498272317440	1	sarcasm
755661732039823360	1	sarcasm
810762269630074880	1	sarcasm
810379449355141120	0	sarcasm
800808507532414976	0	sarcasm
809782735103524864	1	sarcasm
809094185341095936	1	sarcasm
810837169057173504	0	sarcasm
739596950115385344	1	sarcasm
784472756230483970	0	sarcasm
784006782381387778	2	sarcasm
785740634741018629	2	sarcasm
783948556835127296	2	sarcasm
785357138453491712	1	sarcasm
785129421330010112	1	sarcasm
784748566698946560	2	sarcasm
784314551546150912	1	sarcasm
784789200168247297	1	sarcasm
785891084887003136	0	sarcasm
785533677006561281	2	sarcasm
784548096302800908	2	sarcasm
785123888640434176	0	sarcasm
785377829651296256	0	sarcasm
784672589771702272	2	sarcasm
810186165475217408	1	sarcasm
800831189451882497	0	sarcasm
784948542041387008	0	sarcasm
785893665847779330	0	sarcasm
804364683843108864	2	sarcasm
785209258052874240	2	sarcasm
800731063085662208	0	sarcasm
785920598383824896	2	sarcasm
785472317405196288	1	sarcasm
800839951831154688	1	sarcasm
807160284196511744	2	sarcasm
800848801925832704	1	sarcasm
785542386176913408	2	sarcasm
785269911681630208	2	sarcasm
785607364540043264	0	sarcasm
810604488801349633	0	sarcasm
808413660389445633	1	sarcasm
785586543280914432	1	sarcasm
810872289105506305	2	sarcasm
785985717923090433	2	sarcasm
810236978012758017	2	sarcasm
785940538167926785	0	sarcasm
799252194189049856	2	sarcasm
784825750612353025	2	sarcasm
810825824039555073	2	sarcasm
781188360706535424	0	sarcasm
803999070725488641	1	sarcasm
800730500428156928	2	sarcasm
810874335007277057	2	sarcasm
785533203658317824	2	sarcasm
785768074158886912	0	sarcasm
785899573520760832	0	sarcasm
785124237694504960	2	sarcasm
809127442539548675	1	sarcasm
785117614804574208	1	sarcasm
809137460777250816	2	sarcasm
805428359916294144	1	sarcasm
785556356036235264	2	sarcasm
799219529096241152	2	sarcasm
785548290666397696	0	sarcasm
800769390161657856	1	sarcasm
800765799099023360	1	sarcasm
809720122290139137	2	sarcasm
809048875143151616	2	sarcasm
783916987588030466	1	sarcasm
800753408668041216	2	sarcasm
785084543128571904	2	sarcasm
785740309804290048	0	sarcasm
808734542987227140	2	sarcasm
800094328408391680	1	sarcasm
810330598589997056	2	sarcasm
809051407127027712	1	sarcasm
785604588309192704	0	sarcasm
800040417295220736	0	sarcasm
785993080361156608	0	sarcasm
810843378267123713	2	sarcasm
799529952966275072	1	sarcasm
799705810230280192	2	sarcasm
776498695114219520	2	sarcasm
800779477261447168	2	sarcasm
805725107935150080	2	sarcasm
803987678412869632	1	sarcasm
805922014720618496	0	sarcasm
785992261611954177	0	sarcasm
785561052931059712	0	sarcasm
805856836322738176	0	sarcasm
785992550222004226	0	sarcasm
785875481669144576	2	sarcasm
799644444580454404	2	sarcasm
785453803747307520	0	sarcasm
810858524406382594	0	sarcasm
785515234773594113	1	sarcasm
806082434026635264	1	sarcasm
805767949084663808	1	sarcasm
785989411951546368	0	sarcasm
804542416086847488	2	sarcasm
810826237371367425	0	sarcasm
805904927281266688	0	sarcasm
810072430647660544	1	sarcasm
785795027574202369	1	sarcasm
805769822680350720	1	sarcasm
784044293761724416	2	sarcasm
805885487563046912	0	sarcasm
785951862088470528	2	sarcasm
800670779251822596	2	sarcasm
785397044554989568	1	sarcasm
799717280787464193	0	sarcasm
785937426438955008	2	sarcasm
800104356481732608	1	sarcasm
785604600237785088	0	sarcasm
808324159772229632	2	sarcasm
800070021150031873	0	sarcasm
800783743581462528	1	sarcasm
785582229527429120	2	sarcasm
785894761580273664	2	sarcasm
784847100546838530	1	sarcasm
810874113296371712	1	sarcasm
785248848612655104	0	sarcasm
785423993188868096	0	sarcasm
808427331278749696	1	sarcasm
785993000975409152	2	sarcasm
783582397166125056	1	Gold
783947587963453440	0	Gold
783971030624825344	1	Gold
784634432468553728	2	Gold
784656161396101120	2	Gold
784681525266841600	1	Gold
784753262746537984	1	Gold
784789586639740929	1	Gold
784949022100426752	0	Gold
785441676265422848	2	Gold
785559739589591040	0	Gold
785925589849047040	2	Gold
782979691653324800	0	Gold
784051736151490560	2	Gold
784292467080253440	1	Gold
784292902641950720	1	Gold
784428849836597248	2	Gold
784748228650606592	1	Gold
785038941015638016	1	Gold
785992528155799552	1	Gold
785992624255623168	2	Gold
785992781491765248	1	Gold
785992849531736064	2	Gold
785993187517161472	0	Gold
785259164977201152	2	Gold
785262991856074757	2	Gold
785263001863675911	1	Gold
785263409931640833	2	Gold
785265821148909568	0	Gold
785265861724672000	2	Gold
785626362497204224	0	Gold
785630290832072704	0	Gold
785630530540859392	0	Gold
785985904015872000	0	Gold
785987116941672448	0	Gold
785987698410618880	2	Gold
785987798927048704	2	Gold
785987892183171073	0	Gold
785992807798431744	0	Gold
785992988438724610	0	Gold
785993087827009536	0	Gold
785993291770826752	0	Gold
785993367121453060	2	Gold
785256799905677312	1	Gold
785595491941752832	2	Gold
785621434441891841	2	Gold
785944956464668672	2	Gold
785972172074446848	1	Gold
785268511794991104	0	Gold
785616294934708224	0	Gold
785986138641227776	2	Gold
785987637408624640	0	Gold
785991229448355840	0	Gold
